song,artist,genres
El Guache - Norteno,Daniel El Noble,['tierra caliente']
Deep Fantasia,Jason Stephenson,"['432hz', 'guided meditation']"
When The Fires Come,Kero Kero Bonito,"['escape room', 'hyper-rock', 'japanese electropop']"
Pad the Road,Jim Malcolm,['scottish folk']
What A Friend We Have In Jesus,Chris Rice,"['christian alternative rock', 'christian music']"
Cat on a Hot Tin Roof,The Southern Locomotive Band,['modern southern rock']
Black Turns Red,Metalleg,['action rock']
Best Relax in Celtic Spa,Spa Music Paradise,['spa']
Maybe (I Don't Feel (The Same Way [As You] [feat Joe Kye]),Cuchulain,['eugene indie']
U R the Reason,Ted Winn,['praise']
Sail Away,Red Molly,"['contemporary folk', 'ectofolk']"
Introducing Frank,Universe Contest,['lincoln ne indie']
Who Getting Robbed,FBG Duck,"['chicago drill', 'chicago rap', 'drill']"
Qoul Mn,dalt krov,['classic azeri pop']
Nothing,Close Enough,['atlanta punk']
Fractured,NoSelf,['nu-metalcore']
Not This Time,Through The Roots,"['reggae rock', 'west coast reggae']"
She Makes Me Feel Comfortable,Maxwell Young,['chillhop']
Digital Detox - Audiotree Live Version,The Pauses,['orlando indie']
"Lyric Pieces, Book 7, Op 62 No 2, Gratitude",Edvard Grieg,"['classical', 'late romantic era', 'norwegian classical']"
"Sonata No 14 in G Minor, WeissSW 14 (Arr for Lute & Mandolin) VI Chaconne",John Schneiderman,['lute']
Pink Noise Rain,Rain for Deep Sleep,"['environmental', 'sleep']"
One Night Stand (feat Snoop Dogg),Morris Day,"['funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm']"
A Thousand Deaths (feat David Larson),Top Flite Empire,['denver rap']
Rachamono & Mi Bon Siach,Shmueli Ungar,"['chasidic pop', 'jewish pop']"
Cap,Lucci Vee,['trap queen']
"Oboe Concerto in G Minor, BWV 1056R I ",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']"
The Women of Final Fantasy I-VIII,Fantasy Reborn,['japanese vgm']
I'll Be Your San Antone Rose,Vicky Emerson,['midwest americana']
"Chapter 104 - Now What, Grad - Your Path to Success After College, Second Edition",Chris Palmer,['deep downtempo fusion']
"Scene for Violin & Piano, Op 69",Felix Draeseke,"['early modern classical', 'german romanticism', 'late romantic era']"
Wake Up,Lilcockpump,['meme rap']
Wash Away (Calling For You),Wilkinson,"['dancefloor dnb', 'drum and bass', 'uk dance']"
Tlc - Namatjira Remix,Emma Lock,['vocal trance']
Love Struck,Tray Bndo,['melodic rap']
Long Way Home,OSRSBeatz,['pixel']
Fantastic,AN TY,['virginia hip hop']
Can't Take It (Ima Gangsta),Mozzy,"['cali rap', 'sacramento hip hop']"
Morning Dew,Zen Music Garden,"['environmental', 'sleep']"
So Will I,Davies,['apostolic worship']
"Permission for Indifference - Live Session, Los Angeles, CA, 2019",Jam in the Van,['west coast reggae']
NO TRUST,Wifisfuneral,"['cloud rap', 'dark trap', 'florida rap', 'miami hip hop', 'underground hip hop']"
See Me Hang,Mammoth Grinder,"['austin metal', 'chaotic hardcore', 'cosmic death metal', 'texas death metal', 'texas hardcore']"
Cell Regeneration,Binaural Beats System,"['binaural', 'brain waves']"
Youve Been Distant Lately,My Heart to Fear,"['christian metalcore', 'post-post-hardcore']"
Elysion,LVX,['spacewave']
Do It Nasty,Vedo,['pop r&b']
With Arms Wide Open,JENCARLOS,['latin pop']
That's How We on It,Mysonne,['battle rap']
Origami (Live),Aqueous,"['buffalo ny indie', 'jam band', 'ny roots']"
Sounds Like Africa,Meditation Music Zone,['sleep']
Todos Queris Tener Calle,Original Elias,['flamenco urbano']
Murder Murder,Mac,['dirty south rap']
Good Morning Xmas,Daniel Lima,"['belo horizonte indie', 'rock mineiro']"
Dh'irich mi moch madainn chethar,Julie Fowlis,"['puirt-a-beul', 'scottish folk']"
Comets & Fake Blood,Ehiorobo,['neo r&b']
In the Moment,Deep Sleep Relaxation,['sleep']
Ready For War,Sammy Wilk,['teen pop']
Spiderman,Ants on a Log,['kindie rock']
Qualities,Lost Innocence,['progressive power metal']
En Que Me Equivoque,Katy Jara,['cumbia surena']
The Early Morning Rain,White Noise Meditation,['sleep']
Headwinds,Low Water Bridge Band,['roots americana']
Black & Blue - Reimagined,Goalkeeper,"['anthem emo', 'easycore', 'pop punk']"
Sunlit and Cryin',T Gold,['north carolina roots']
EL A1,Los Originales De San Juan,"['banda', 'musica mexicana', 'norteno']"
Light The Sky - From God's Not Dead A Light In Darkness Soundtrack,Long Hollow Wave,['cedm']
"Good Morning, Mrs Walker",Phono Pony,['canadian shoegaze']
Away from Home,Julianna Zachariou,['sacramento indie']
Self Care - Audiotree Live Version,We Are The Union,"['easycore', 'modern ska punk', 'ska', 'ska punk']"
Ridin' Lurking,Don400,['arkansas hip hop']
Don't Act Like You Know Me,Adriel Cruz,"['chicago rap', 'christian hip hop', 'christian trap']"
Lets Go Shacking,Lil Sinn,['milwaukee hip hop']
Days from Now,The Binary Marketing Show,['shimmer psych']
Selkie,Sayer,['experimental bass']
Greed,Bestial Invasion,"['technical thrash', 'ukrainian metal']"
You Better Run,Marie Knight,['acoustic blues']
Kebnekaise,Grails,"['dark jazz', 'drone metal', 'instrumental post-rock', 'instrumental rock', 'post-rock']"
So Much Left to See,Turquoise Splash,['otacore']
Cops  Dogs - Instrumental,Destructo Disk,"['riot grrrl', 'virginia punk']"
Background Binaural Beats,Study Music & Sounds,['sleep']
Jessie Dotson,Lil Jack,['memphis hip hop']
Orgasmic Lounge Music,Erotic Massage Music Ensemble,"['erotic product', 'erotica']"
Tunnel Vision,Grumpster,['oakland indie']
Breathe Part One,Bing Satellites,"['deep ambient', 'drift']"
Confessions in the Dark - Scott Thorough Remix,Swimware,['synthwave']
Pena Clavada - En Vivo,Los Ayudantes del Rancho,['classic sierreno']
Play My Part,Flipp Dinero,"['melodic rap', 'trap']"
Pure Water Waterfall,Rivers and Streams,"['environmental', 'ocean', 'shush', 'water']"
So Far,Satsang,"['high vibe', 'montana indie']"
Dance Alone,Blair,['hopebeat']
Jamaica Junglez,KevinTheCreep,['phonk']
Ride The Train into Forever,Matthewdavids Mindflight,['experimental ambient']
Let Evening Come,United States Air Force Band,"['college marching band', 'concert band', 'marching band', 'military band', 'wind symphony']"
Victims & Demons,Megan Hamilton,['jamtronica']
Raining Souls,RetroSpecter,"['otacore', 'pixel', 'rhythm game']"
Variations on I Got Rhythm,George Gershwin,"['american modern classical', 'classical', 'early modern classical', 'tin pan alley']"
I Know All Your Secrets,Teflon Sega,"['dark r&b', 'trap soul']"
Stand & Praise The Lord,John Hagee Family,['family gospel']
Golden (feat Sierra Jamerson),T-Rhyme,['canadian indigenous hip hop']
Like A Motherless Child - Edit,Moby,"['downtempo', 'electronica']"
Cold in Miami (Acoustic Version),Sammy Arriaga,['modern country pop']
Christmas Time Is Here,"Gay Men's Chorus of Washington, Dc","['gay chorus', ""men's choir""]"
"Guided Sleep Meditation The Whisper of the Grass for Deep Relaxation, Healing & Insomnia",The Honest Guys,['guided meditation']
Happy (Acoustic),Carolyn Arends,"['canadian ccm', 'deep christian rock']"
Zwaaien Met Die Handen,De Pitaboys,['carnaval']
Zamisli,Manuela,['classic schlager']
"Grand Sonata in G Major, Op 37, TH 139 II Andante non troppo quasi moderato",Pyotr Ilyich Tchaikovsky,"['classical', 'late romantic era', 'russian romanticism']"
Dollhouse (A Cappella),Social Repose,['pixie']
Leather Pritches,JD Wilkes,"['garage punk blues', 'gothic americana', 'kentucky roots']"
They Love Each Other - Live,Jerry Garcia Band,"['jam band', 'southern rock']"
"Damn! (feat Hamstank, Oompa & V Qn C)",Cliff Notez,['boston hip hop']
I Love You,An-Ten-Nae,"['downtempo bass', 'glitch hop']"
Ocean White Noise,Ocean Waves For Sleep,"['environmental', 'sleep']"
Before the Wall,Kyle Craft,['portland indie']
Stand up and Say So,Larry Gatlin & The Gatlin Brothers,"['classic country pop', 'country', 'country gospel', 'country rock']"
Lunar Biscuit,Somatoast,"['downtempo bass', 'psybass']"
Cherry Blossom Water Love,Shakuhachi Sakano,['sleep']
"Right Here, For You",Ryan Leahan,['philly indie']
Happy,The Sights,['detroit rock']
Your Validation,Canadian Softball,['alternative emo']
Temple of Silence,Ocean Sounds,"['environmental', 'sleep', 'water']"
I'm on My Way to Heaven,Supreme 7,['contemporary gospel']
Cancel the Apocalypse,"Destroy the Beast, Find the Baby",['easycore']
All in the Name (Radio Edit),Bright Light Bright Light,"['electropop', 'metropopolis', 'welsh rock']"
Backstage (Live),Jon Snodgrass,['acoustic rock']
Transmission From Whiskey Gap,Canadian Not Canadian,['ambient country']
Elated by Birds,Ocean Sounds FX,"['ocean', 'shush', 'water']"
 OVER QUARTZER ORIGINAL COVER INST Ver,NIYARI,['japanese instrumental']
Boyz in the Hood,Cliff Mac,['flint hip hop']
4 my queen,ihyreu,['sigilkore']
Enhance Spiritual Growth,Tantra Yoga Masters,"['erotic product', 'yoga']"
Rock Salt and Nails,Dry Branch Fire Squad,"['banjo', 'bluegrass', 'instrumental bluegrass', 'string band']"
Run For Your Life Jam Track in C Dorian at 117 BPM,Petti Backing Tracks,['backing track']
Small World (Remix),Def3,"['canadian hip hop', 'outer hip hop']"
In the Beginning,Joshua Spacht,['ambient worship']
Journey,Austin Grimm,['west coast reggae']
"Beauty Remains (Mercury Lounge, 895) [Bonus Track]",Fuck,['oakland indie']
We All - Alchemist Remix,AG,['boom bap']
Dead Eyes of London,Uncle Acid & The Deadbeats,"['doom metal', 'stoner metal', 'stoner rock', 'uk doom metal', 'uk stoner rock']"
The Vast Everlasting,CrazyGroupTrio,['vgm instrumental']
Manipulator,Raptured,['kentucky metal']
Hazel and Gold,Daniel Avery,"['ambient techno', 'electronica', 'float house', 'future garage', 'intelligent dance music', 'microhouse', 'shiver pop']"
Me Gusta Mi Vida - En Vivo - Pista,Karina Moreno,['mariachi cristiano']
The Emerald Tablets of Thoth (Instrumental),XZARKHAN,"['dark trap', 'scream rap']"
Wave 'em' (feat Sean Pymp),Tyte Eyez,['houston rap']
"Prelude In A Minor, BWV 931",Johann Sebastian Bach,"['baroque', 'classical', 'early music', 'german baroque']"
Off White,TNT Tez,['alabama rap']
What God Does,The Williams Brothers,"['gospel', 'gospel singers']"
I Can't Hear You,Betty Everett,"['chicago soul', 'classic soul', 'doo-wop', 'rhythm and blues', 'southern soul']"
Lost Children,Secret Recipe,['experimental bass']
Ocean Cycle,The Breathing Effect,['psychedelic jazz fusion']
Zimri's Lament,Saul Kaye,['judaica']
Gift of Love,Breakwater,['canadian indie']
Dodging Bullets,Dee Gomes,['rhode island rap']
Walk on Me,Jutes,['sad rap']
Carve Your Name,The Nadas,['iowa indie']
Duea de Mi,La Misa Negra,"['latin afrobeat', 'latinx alternative']"
NURSE JOY,Keepitinside,['lo-fi chill']
Laced Up,K Town,['shib']
Vn Yu i,Bng Cng,['v-pop']
Supply & Demand,Curren$y,"['dirty south rap', 'new orleans rap', 'southern hip hop', 'underground hip hop']"
Kaibutsu (From Beastars),Megami33,['otacore']
Calming New Age,Jazz Music for Cats,['pet calming']
Birthday Party (feat Uncle Beats),Coach Kody,['kids hip hop']
Who Is You,Jonn Hart,"['pop r&b', 'slow game']"
Yoga Class Background Music,Yoga Tribe,['yoga']
Still Here,Kllo,"['aussietronica', 'indie soul']"
PUBG The Musical,Logan Hugueny-Clark,"['antiviral pop', 'otacore', 'pixel']"
Love Is in the Air (From Yoshi's Story),Qumu,"['lo-fi vgm', 'pixel', 'vgm remix']"
Diamond Dance,HoodRich Pablo Juan,"['atl hip hop', 'detroit trap', 'trap']"
Used to It,SpaceMan Zack,"['cloud rap', 'dark trap', 'emo rap']"
Indian Instrumental II,Relaxation Meditation Songs Divine,['sleep']
Wanted to Tell You,Ana Whiterose,['swiss pop']
U Bent Goed,Julian Goedhart,['christelijk']
5 Year Plan,Black Russians,['ramonescore']
Porn,Hip Hop Instrumental,['beats']
Honestly,Rose Hotel,['atlanta indie']
Deeply Focused,Fresh Water Sounds,"['environmental', 'sound']"
A Special Movie For X-Mas,Theatre8,['korean punk']
ADULT SWIM FREESTYLE,MAZEROT,['necrotrap']
Wull On - Jillionaire Remix,Jada Kingdom,"['dancehall', 'dancehall queen']"
XX,Short Moscato,"['buffalo hip hop', 'psychedelic hip hop']"
"Piano Sonata No 2 in C-Sharp Minor, Op 60 III Andante misericordioso",Sergei Bortkiewicz,"['early modern classical', 'post-romantic era']"
Senoritas (feat Gouda Brains),Don Changolini 4000,['bay area hip hop']
Father Christmas,DISPATCH,"['jam band', 'modern folk rock']"
Wolven Storm (Priscilla's Song) [From The Witcher 3 Wild Hunt],HoopsandHipHop,"['lo-fi vgm', 'otacore']"
Balance,Danny Wolf,"['atl trap', 'melodic rap']"
Porque Te Tengo Que Olvidar - Original Mix,Yero Company,"['cubaton', 'flamenco urbano']"
Hood Bitches Need Love 2,Connie Diiamond,['trap queen']
"Blessed be Yahuah, Elohiym of Yashar'El",Simchah Yahu,['israelite hip hop']
Creed (feat Pusha T),Ca$h Out,"['atl hip hop', 'dirty south rap', 'futuristic swag', 'trap']"
Wake Me Up (feat Lil' Kim),Remy Ma,"['alternative r&b', 'bronx hip hop', 'contemporary r&b', 'dirty south rap', 'hip pop', 'r&b', 'southern hip hop', 'trap queen', 'urban contemporary']"
Say You Won't Let Go - Acoustic,Maoli,['jawaiian']
Anasthasia - Kevin Saunderson & Dantiez Extended Remix,T99,"['hardcore techno', 'new beat', 'rave']"
Sunrise Breath,Nature Sounds Nature Music,"['environmental', 'sleep']"
Circle of Life,The Stonewall Vessels,['lancaster pa indie']
Pull up (feat Skolly),Scrillz,['polynesian hip hop']
My Helmet,Faster,"['pixel', 'speedrun']"
Jnne Ghamzat,Ammar Al Deek,"['arab pop', 'jordanian pop', 'syrian pop']"
Bossa for Charming Coffee Shops,Bossa Cafe Deluxe,['dinner jazz']
Strange or Be Forgotten (Toe Rag Session),Temples,"['garage rock', 'neo-psychedelic']"
"Happy Boring Life - Live Session, Austin, TX, 2019",Jam in the Van,['west coast reggae']
Wash Jones,Squirrel Nut Zippers,"['north carolina roots', 'swing', 'swing revival']"
The First Order,Noise Brigade,['alaska indie']
Shine on Me - A Capella - Medley,George Banton,['gospel reggae']
Where I'm From (feat Grumpy & Flesh),DopeyLocz,['bay area hip hop']
I Get Carried Away,Eric Erdman,['trop rock']
Whatever Makes You Mine,John Van Deusen,"['christian uplift', 'roots worship']"
English Men In New York,Mr Nin Nin,['lullaby']
Rugar,Bruce Banna,"['cali rap', 'oakland hip hop']"
Ambient World,Nature Sounds Nature Music,"['environmental', 'sleep']"
Praise Be to You,Tony Alonso,['rosary']
Santa Claus Is Home,Sir Charles Jones,"['southern soul', 'southern soul blues']"
Let It Burn,Demrick,"['deep underground hip hop', 'indie pop rap']"
Rockingham Rocks!,The Guy Who Sings Songs About Cities & Towns,['comedy rock']
Time - Deep Rap Beat Mix,LOOPGOONZ BEATS,['beats']
El Baul,Gabriela Penka,['ska mexicano']
I'll Be Your Monster,Gwar,"['comic metal', 'groove metal', 'industrial metal', 'nu metal', 'old school thrash', 'virginia metal', 'virginia punk']"
Mr Hands,Trauma Kit,['new england hardcore']
Switched Up,Young Gunner,"['country rap', 'redneck']"
The King Is Coming - Live,Justin Tweito,"['ccm', 'pop worship']"
Bohemian Caverns,Quintron,['garage punk blues']
Cardboard & Plastic Sounds,ASMR Glow,['asmr']
Good God - Single Version Released Feb '91,Waltari,['avant-garde metal']
Round Dance Song 1 - Live,Logan Alexis Singers,['powwow']
Hop Jigs Another Jig Will DoTop It Off,Aidan Coffey,['irish accordion']
Rose Of Allendale,Max McCauley,"['classic nz country', 'yodeling']"
DAD - Chopped Not Slopped,Trinidad James,"['atl hip hop', 'dirty south rap', 'trap']"
I Lost My Friend,Poor You,['lo-fi indie']
Why,Tinywiings,['alberta hip hop']
Another Cog in the Machine (In 25 Different Steampunk Styles),The Cog is Dead,"['dark cabaret', 'steampunk']"
When the Stars Burn Down (Instrumental),Shane & Shane,"['ccm', 'christian alternative rock', 'christian music', 'roots worship', 'worship']"
Bloom (feat JT Cavey),A Scent Like Wolves,"['american metalcore', 'metalcore']"
Laser Beam,Steve B,['beats']
Work Here Is Finished,Well Well Well,['san diego indie']
"Play God (Live from Red Rocks) [30 Days, 30 Songs]",Ani DiFranco,"['anti-folk', 'buffalo ny indie', 'ectofolk', 'lilith', 'singer-songwriter', ""women's music""]"
Where Is My Top,GrindHard E,['detroit hip hop']
The Road,Han Dong Geun,"['k-pop ballad', 'korean pop']"
Money Truck,"The Outfit, Tx",['dfw rap']
Rain,Tre Oh Fie,"['jersey club', 'miami electronic']"
Enough,The Traditional,['buffalo ny indie']
Lush White Noise,Focus Frequency,['color noise']
Unused (B-Side Intrumental),Brojob,['deathcore']
Surrender Interlude,Shelley Morningsong,"['native american contemporary', 'native american traditional']"
Christmas,Joey Fatts,['underground hip hop']
Aceita que Doi Menos,Djou Pi,['kizomba']
between worlds (cloud9 intro) - Remastered,DreamWeaver,"['chill breakcore', 'glitchbreak']"
Soothing Storm,Thunderstorms,['environmental']
Hoe Steppin' to Tha Hearse,Adam the Shinobi,"['drift phonk', 'phonk']"
"Carnations - Live Session, Los Angeles, CA, 2018",Jam in the Van,['west coast reggae']
IJWFOH,Young Dro,"['atl hip hop', 'crunk', 'dirty south rap', 'futuristic swag', 'old school atlanta hip hop', 'southern hip hop', 'trap']"
Beers - Acoustic Version,Justin Champagne,"['modern country pop', 'redneck']"
How Great is Our God,Lofi Christian nation,['christian lo-fi']
Red Rock,The Lowdown Drifters,"['red dirt', 'texas country']"
Center,Rudy Kalma,['asian american hip hop']
Drool,in3briant,['witch house']
Please Don't Leave Me,Justice For The Damned,"['australian post-hardcore', 'deathcore', 'metallic hardcore']"
Graduation Ceremony,Scalp the Pioneer,['american grindcore']
"Song of Storms (From the Legend of Zelda, Ocarina of Time)",Claire Waluch,['vgm instrumental']
Make it Work,JuanHunnit,['dmv rap']
96 Bounce,Azizi Gibson,"['canadian hip hop', 'underground hip hop']"
All Right Beat,Mike E Clark,['horrorcore']
Gumpie,Mackned,"['cloud rap', 'emo rap']"
We Met On The Internet,Will Joseph Cook,"['kent indie', 'modern alternative pop']"
I Be,Iamsu!,['cali rap']
Ethnic Tribe Drum,Meditation Music Zone,['sleep']
Whack Job,The Concussions,['grand rapids indie']
"Amos - The Old Testament 30, Chapter 22 & Amos - The Old Testament 30, Chapter 31 - The Old Testament 30 - Amos",Christopher Glyn,['bible']
Un t franais - Joachim Garraud & Ridwello DUB Remix,Indochine,"['chanson', 'french pop', 'french rock', 'french synthpop']"
Symphony No 4 Heichalos (Performed on the Violins of Hope) II Slow [Live],Jonathan Leshnoff,['american 21st century classical']
Departure,Waterflame,['speedrun']
Hold Up,T-Rock,['memphis hip hop']
On Kami,ZzzSleepyAsh,['anime rap']
I Was A Teenage Cthulhu Cultist,The Renfields,['ramonescore']
Ravel Pavane Pour Une Infante Dfunte,Lullaby Babies,['lullaby']
Walk the Talk,Art Ruprecht,['deep smooth jazz']
Shooting At You,BeezyB,['dark plugg']
Lone Swordsman - Chris Carter Remix,Daniel Avery,"['ambient techno', 'electronica', 'float house', 'future garage', 'intelligent dance music', 'microhouse', 'shiver pop']"
Here to Stay,Immortal Soldierz,"['dfw rap', 'texas latin rap']"
Improv Dallas - Live,Jacob Fred Jazz Odyssey,"['contemporary jazz', 'progressive jazz fusion']"
Music for Massage,Spa,['sleep']
World Tour,The Sleeps,['oakland indie']
Summer Rain,Spa Music Paradise,['spa']
"Superman - Live from Smokin Mo's, Winter Park, CO  2010",Mike Zito,"['modern blues', 'modern blues rock', 'power blues-rock']"
Bangtown - Casual Commander Remix,Maddy O'Neal,"['electra', 'glitch hop']"
Magic,T-Speed & 5upamanHOE,['dfw rap']
I Can't Feel A Thing,Holy Wars,"['dark pop', 'industrial pop']"
Les amants de spare,Pascal Allard,['country quebecois']
Wily's Revenge,Mega Ran,['nerdcore']
Who Ya Gang,Hardo,['pittsburgh rap']
My One and Only,The String Cheese Incident,"['jam band', 'jamgrass', 'progressive bluegrass']"
Aubrey I Need You on This Song,Bfb Da Packman,"['detroit hip hop', 'flint hip hop']"
Post-Dated Love Shaped Like a Pyramid,AM Overcast,['math pop']
River Rain  Slow Rain,Ocean Waves For Sleep,"['environmental', 'sleep']"
Alexys,Freddie Gibbs,"['alternative hip hop', 'hip hop', 'indiana hip hop', 'rap', 'underground hip hop']"
Wildest Dreams,Vellione,"['hyphy', 'west coast trap']"
Thotianna,Connie Diiamond,['trap queen']
That's Right (EDM Remix) [feat Ms Neka],DJ Taz,"['atlanta bass', 'miami bass']"
Everything New,Shiver,['new england emo']
Earth Flight,Matthewdavids Mindflight,['experimental ambient']
Freaky with You (feat Jacquees),Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']"
Sun Goes Down,Justin Champagne,"['modern country pop', 'redneck']"
Lonely For The Night,Beach Rats,"['modern melodic hardcore', 'new jersey punk']"
Down Low,Songs To Your Eyes,['epicore']
Breathe Again,Ravenface,"['gymcore', 'uk metalcore']"
What Could It Be Now,Utope,['goa hip hop']
Trap Jazz (feat Busdriver),Lorde Fredd33,['milwaukee hip hop']
This Is That (feat Dante Bowe & Michelle Danae),Eddie James,['apostolic worship']
Chozer Elecha,Michoel Pruzansky,['jewish pop']
Seabound,Lunchmoney,['lo-fi beats']
Kanto Negro,El Dusty,['nu-cumbia']
Broken,EDF,['chopped and screwed']
Seeking for Me,Mercy's Well,['southern gospel']
Xin gi nhau l c nhn,L Minh Trung,['vietnamese bolero']
